,Month,In store advertising ($),billboard Advertising ($),Print Advertising ($),Satisfaction,Competitor Adversiting ($),Price ($),Sales ($),Store_Billboard,Store_Print,Billboard_Print,Total_Advertising_Cost,Net_Profit,ROI
247,248,2101,1051,795,74,907,92,20850.4240698416,2208151,1670295,835545,3947,16903.4240698416,428.26004737374205
248,249,2066,1159,1117,63,514,92,19315.5899246805,2394494,2307722,1294603,4342,14973.589924680498,344.8546735301819
249,250,2067,897,1218,73,1009,102,15225.5926160606,1854099,2517606,1092546,4182,11043.5926160606,264.0744288871497
250,251,2109,1421,1130,72,805,106,22116.0955621822,2996889,2383170,1605730,4660,17456.0955621822,374.59432536871674
251,252,2265,965,1170,73,883,110,16565.8462393466,2185725,2650050,1129050,4400,12165.8462393466,276.49650543969545
252,253,2113,1030,675,68,1035,104,16240.4226089997,2176390,1426275,695250,3818,12422.4226089997,325.36465712414093
253,254,2165,973,1084,71,773,104,17951.2471642414,2106545,2346860,1054732,4222,13729.247164241398,325.1834951265135
254,255,1715,1211,810,72,1275,105,15580.2465534894,2076865,1389150,980910,3736,11844.2465534894,317.0301540013223
255,256,1907,807,1253,70,609,96,14474.9274016281,1538949,2389471,1011171,3967,10507.9274016281,264.8834736987169
256,257,2369,1050,883,63,918,99,19413.4697747589,2487450,2091827,927150,4302,15111.469774758902,351.26615004088563
257,258,1694,1143,971,72,1042,100,16549.386621966,1936242,1644874,1109853,3808,12741.386621966001,334.5952369213761
258,259,2064,688,895,67,550,99,15694.0901914791,1420032,1847280,615760,3647,12047.0901914791,330.3287686174691
259,260,2101,1056,1004,63,509,107,15715.9251124837,2218656,2109404,1060224,4161,11554.9251124837,277.69586908155975
260,261,2243,851,896,73,611,106,16655.7071553974,1908793,2009728,762496,3990,12665.707155397398,317.436269558832
261,262,1912,1357,687,77,515,107,21900.9727400418,2594584,1313544,932259,3956,17944.9727400418,453.61407330742674
262,263,2039,1176,826,70,848,106,17193.6878634812,2397864,1684214,971376,4041,13152.687863481198,325.4810161712744
263,264,1559,568,1534,73,934,105,11444.4466928373,885512,2391506,871312,3661,7783.4466928373,212.60438931541384
264,265,2084,1229,530,67,588,92,22596.2700117037,2561236,1104520,651370,3843,18753.2700117037,487.98516814217277
265,266,1833,1054,926,68,744,103,15969.7373525481,1931982,1697358,976004,3813,12156.7373525481,318.8234291253108
266,267,1940,859,904,75,617,90,20075.9576677553,1666460,1753760,776536,3703,16372.957667755301,442.1538662639833
267,268,1703,911,1051,68,606,100,15557.0383432274,1551433,1789853,957461,3665,11892.0383432274,324.47580745504496
268,269,2096,681,220,73,648,102,15170.1690591255,1427376,461120,149820,2997,12173.1690591255,406.1784804513013
269,270,2166,1096,484,67,667,96,20736.3629013099,2373936,1048344,530464,3746,16990.3629013099,453.5601415192179
270,271,1923,590,832,71,752,107,11513.326606924,1134570,1599936,490880,3345,8168.326606924,244.19511530415545
271,272,2456,964,568,81,662,101,21353.7360870247,2367584,1395008,547552,3988,17365.7360870247,435.4497514299072
272,273,2167,1113,692,75,1042,98,20115.4057311428,2411871,1499564,770196,3972,16143.4057311428,406.4301543590836
273,274,2237,1020,969,79,541,102,22006.790300662,2281740,2167653,988380,4226,17780.790300662,420.7475224955513
274,275,2512,1214,791,78,753,102,26376.7147038605,3049568,1986992,960274,4517,21859.7147038605,483.9432079668032
275,276,1837,1012,604,73,783,106,16912.9922539803,1859044,1109548,611248,3453,13459.992253980301,389.8057414995743
276,277,2202,1577,727,64,950,104,22570.2563331995,3472554,1600854,1146479,4506,18064.2563331995,400.8933939902241
277,278,2246,785,1232,72,720,107,15764.5635669034,1763110,2767072,967120,4263,11501.5635669034,269.7997552639784
278,279,1998,1384,1200,70,600,98,21935.0621383428,2765232,2397600,1660800,4582,17353.0621383428,378.72243863690096
279,280,2079,596,687,65,880,95,13826.3396898647,1239084,1428273,409452,3362,10464.3396898647,311.25341135826
280,281,1747,730,1186,60,738,107,8935.44107833676,1275310,2071942,865780,3663,5272.44107833676,143.93778537637894
281,282,2117,774,952,61,1043,98,15138.603576732,1638558,2015384,736848,3843,11295.603576732,293.9267128996097
282,283,1824,619,1023,68,545,102,13485.088753886,1129056,1865952,633237,3466,10019.088753886,289.06776554777844
283,284,2203,1371,558,74,832,103,24017.7493858766,3020313,1229274,765018,4132,19885.7493858766,481.26208581501936
284,285,1797,1258,415,58,669,92,17048.5269721108,2260626,745755,522070,3470,13578.526972110802,391.312016487343
285,286,2079,1342,1132,75,1166,102,22929.076275818,2790018,2353428,1519144,4553,18376.076275818,403.60369593274766
286,287,1788,847,616,60,541,95,13581.5409706131,1514436,1101408,521752,3251,10330.5409706131,317.76502524186714
287,288,1938,1021,642,68,987,95,19188.258553927,1978698,1244196,655482,3601,15587.258553927,432.85916561863377
288,289,1611,1279,854,75,1003,112,15625.6904430689,2060469,1375794,1092266,3744,11881.6904430689,317.3528430306864
289,290,2032,1265,387,73,609,91,21748.7484685861,2570480,786384,489555,3684,18064.7484685861,490.35690739918846
290,291,2246,1140,948,71,607,95,22873.922320663,2560440,2129208,1080720,4334,18539.922320663,427.7785491615829
291,292,2045,1039,1131,69,918,91,20335.7528173507,2124755,2312895,1175109,4215,16120.752817350702,382.4615140533974
292,293,1558,708,771,71,824,105,11578.3649786731,1103064,1201218,545868,3037,8541.3649786731,281.2434961696773
293,294,1844,1077,367,68,675,95,16904.4565126549,1985988,676748,395259,3288,13616.456512654899,414.1258063459519
294,295,2414,955,652,69,955,99,17087.6228673682,2305370,1573928,622660,4021,13066.622867368202,324.9595341300224
295,296,2452,836,660,70,948,102,17238.4065608264,2049872,1618320,551760,3948,13290.406560826399,336.6364377109017
296,297,1706,1394,1061,77,815,105,19047.9163214294,2378164,1810066,1479034,4161,14886.916321429399,357.7725623991684
297,298,1908,824,1064,75,829,108,15147.2171187721,1572192,2030112,876736,3796,11351.2171187721,299.03100945131985
298,299,2088,1060,874,74,726,92,20668.0487977104,2213280,1824912,926440,4022,16646.0487977104,413.8749079490402
299,300,2079,1129,703,72,960,100,18003.8847663485,2347191,1461537,793687,3911,14092.8847663485,360.3396769713245
300,301,1855,1262,763,72,1115,108,17270.4683524855,2341010,1415365,962906,3880,13390.468352485499,345.1151637238531
301,302,1761,1091,968,74,972,105,16944.237445002,1921251,1704648,1056088,3820,13124.237445002,343.5664252618325
302,303,1955,1493,1002,72,702,102,22812.140365138,2918815,1958910,1495986,4450,18362.140365138,412.6323677559101
303,304,2252,1111,1239,68,1061,102,20874.048158397,2501972,2790228,1376529,4602,16272.048158397,353.58644411988263
304,305,2005,877,495,74,808,110,15839.2133758439,1758385,992475,434115,3377,12462.2133758439,369.03208101403317
305,306,1837,1025,894,72,844,106,16854.3108219935,1882925,1642278,916350,3756,13098.310821993498,348.7303200743743
306,307,1873,1167,864,67,594,97,18547.3821163691,2185791,1618272,1008288,3904,14643.3821163691,375.0866320791265
307,308,2403,452,369,68,914,99,13243.4344559975,1086156,886707,166788,3224,10019.4344559975,310.77650297759
308,309,1888,976,747,65,780,94,18102.1585673082,1842688,1410336,729072,3611,14491.1585673082,401.30596973991135
309,310,2190,1010,661,62,305,98,18880.7691256756,2211900,1447590,667610,3861,15019.7691256756,389.01240936740743
310,311,2367,940,508,68,913,98,20467.8129658025,2224980,1202436,477520,3815,16652.8129658025,436.50885886769333
311,312,2110,1012,862,74,1051,93,20945.9964694428,2135320,1818820,872344,3984,16961.9964694428,425.75292342978923
312,313,1894,502,201,77,774,103,11020.132898965,950788,380694,100902,2597,8423.132898965,324.3408894480169
313,314,1989,1086,1068,73,942,104,18073.0352419494,2160054,2124252,1159848,4143,13930.035241949401,336.2306358182332
314,315,1876,1000,1173,74,707,108,14814.5930196699,1876000,2200548,1173000,4049,10765.5930196699,265.88276166139536
315,316,2306,876,1112,66,450,104,17681.4321405422,2020056,2564272,974112,4294,13387.432140542202,311.7706600033116
316,317,1962,283,1028,62,611,102,6536.44717061039,555246,2016936,290924,3273,3263.4471706103895,99.70813231318026
317,318,2387,897,861,67,835,109,15675.7544769116,2141139,2055207,772317,4145,11530.7544769116,278.18466771801207
318,319,1859,1029,840,70,573,95,18517.5969431254,1912911,1561560,864360,3728,14789.596943125402,396.7166561997157
319,320,1838,982,771,67,899,102,15854.215450158,1804916,1417098,757122,3591,12263.215450158,341.4986201659148
320,321,2035,847,609,75,863,97,16982.0009676201,1723645,1239315,515823,3491,13491.0009676201,386.450901392727
321,322,2006,1080,852,72,993,91,19802.6702900996,2166480,1709112,920160,3938,15864.670290099599,402.86110437022853
322,323,1873,772,987,66,551,91,15062.8405826694,1445956,1848651,761964,3632,11430.8405826694,314.7257869677698
323,324,1604,1174,472,77,1033,99,17535.6444825449,1883096,757088,554128,3250,14285.6444825449,439.5582917706123
324,325,2007,1206,737,66,711,102,19273.7405195232,2420442,1479159,888822,3950,15323.740519523199,387.94279796261264
325,326,1820,1239,715,63,419,101,17618.4373790802,2254980,1301300,885885,3774,13844.437379080198,366.83723844939584
326,327,2270,1199,875,71,801,99,22131.8501676401,2721730,1986250,1049125,4344,17787.8501676401,409.48089704512205
327,328,1761,911,584,72,914,100,14933.7067619291,1604271,1028424,532024,3256,11677.7067619291,358.65192757767505
328,329,2281,993,1040,61,1062,99,18247.2893670262,2265033,2372240,1032720,4314,13933.289367026198,322.97842760839586
329,330,1837,1311,674,69,726,95,21290.8687740972,2408307,1238138,883614,3822,17468.8687740972,457.0609307717739
330,331,2073,1152,1117,61,924,96,19870.9011201805,2388096,2315541,1286784,4342,15528.9011201805,357.64396868218563
331,332,2224,1086,672,70,905,101,18731.1929160256,2415264,1494528,729792,3982,14749.1929160256,370.3966076349975
332,333,1870,1319,1102,68,797,108,17969.1706645532,2466530,2060740,1453538,4291,13678.1706645532,318.7641730261757
333,334,2138,843,715,67,1242,100,15279.7410958687,1802334,1528670,602745,3696,11583.7410958687,313.41290843800596
334,335,1978,1006,961,64,783,111,13520.6741509376,1989868,1900858,966766,3945,9575.6741509376,242.72938278675795
335,336,1716,1325,869,69,723,95,18958.5842213437,2273700,1491204,1151425,3910,15048.584221343699,384.8742767607084
336,337,1932,937,777,64,655,101,15068.6894620588,1810284,1501164,728049,3646,11422.6894620588,313.29373181730114
337,338,2404,1033,1173,77,803,100,23316.2752685268,2483332,2819892,1211709,4610,18706.2752685268,405.7760361936399
338,339,1946,963,846,73,767,98,17909.0195573445,1873998,1646316,814698,3755,14154.019557344502,376.9379376123702
339,340,1795,1308,906,78,612,104,21823.2458674855,2347860,1626270,1185048,4009,17814.2458674855,444.3563449110876
340,341,1986,1033,764,72,638,93,18602.2920224917,2051538,1517304,789212,3783,14819.2920224917,391.733862608821
341,342,2082,1016,698,73,1018,99,17158.6209103018,2115312,1453236,709168,3796,13362.6209103018,352.0184644441992
342,343,2238,829,1352,83,898,100,21134.8872806016,1855302,3025776,1120808,4419,16715.8872806016,378.2730771803938
343,344,2285,895,747,61,660,104,16748.0696302857,2045075,1706895,668565,3927,12821.0696302857,326.4850937174866
344,345,2025,607,835,59,828,96,11265.3881230992,1229175,1690875,506845,3467,7798.388123099199,224.9318754859879
345,346,2291,1102,882,64,753,85,23190.7966030035,2524682,2020662,971964,4275,18915.7966030035,442.4747743392631
346,347,1808,1211,843,75,731,105,18206.8465532607,2189488,1524144,1020873,3862,14344.8465532607,371.43569532005955
347,348,1413,665,1157,62,749,104,7202.44707257128,939645,1634841,769405,3235,3967.44707257128,122.64133145506275
348,349,1882,1100,507,78,716,105,18680.1161158254,2070200,954174,557700,3489,15191.1161158254,435.40028993480655
349,350,1871,1082,713,76,904,98,21034.8334590089,2024422,1334023,771466,3666,17368.8334590089,473.78160008207584
350,351,1420,1048,515,81,523,87,19480.0683976252,1488160,731300,539720,2983,16497.0683976252,553.036151445699
351,352,2140,1017,626,59,847,101,15820.1200268249,2176380,1339640,636642,3783,12037.1200268249,318.1897971669284
352,353,1804,1408,923,65,1022,107,17169.2861126628,2540032,1665092,1299584,4135,13034.286112662801,315.21852751300605
353,354,1943,1083,1011,74,773,97,19493.3660428381,2104269,1964373,1094913,4037,15456.3660428381,382.86762553475603
354,355,1603,1350,1511,69,802,96,19116.9031675035,2164050,2422133,2039850,4464,14652.9031675035,328.2460386985551
355,356,2136,1112,925,74,570,99,21045.841629756,2375232,1975800,1028600,4173,16872.841629756,404.33361202386766
356,357,2472,1121,726,64,1055,100,18753.1448065072,2771112,1794672,813846,4319,14434.1448065072,334.2010837348275
357,358,1780,865,548,72,897,98,12536.2928656532,1539700,975440,474020,3193,9343.2928656532,292.6180039352709
358,359,1971,1672,901,70,623,103,24412.8904018866,3295512,1775871,1506472,4544,19868.8904018866,437.25551060489875
359,360,2487,985,1031,70,952,106,18609.3843631143,2449695,2564097,1015535,4503,14106.384363114299,313.26636382665555
360,361,2233,875,692,76,680,96,18887.0368238789,1953875,1545236,605500,3800,15087.036823878901,397.0272848389185
361,362,2478,1095,866,67,1054,101,20850.7249423456,2713410,2145948,948270,4439,16411.7249423456,369.7167141776436
362,363,1998,1102,861,71,1081,100,19072.7869624,2201796,1720278,948822,3961,15111.786962400001,381.5144398485231
363,364,1961,1180,699,63,1026,94,21211.9735258814,2313980,1370739,824820,3840,17371.9735258814,452.3951439031615
364,365,1872,771,995,69,1027,107,11911.126793913,1443312,1862640,767145,3638,8273.126793913,227.40865293878505
365,366,2358,965,442,61,1015,102,18989.4547768492,2275470,1042236,426530,3765,15224.454776849201,404.36798876093496
366,367,1678,1393,1305,66,803,105,17688.9718324406,2337454,2189790,1817865,4376,13312.971832440599,304.2269614360283
367,368,2076,879,813,70,436,97,18757.2817443364,1824804,1687788,714627,3768,14989.2817443364,397.8047172063801
368,369,1988,910,906,74,653,98,18327.8100842388,1809080,1801128,824460,3804,14523.810084238801,381.80362997473185
369,370,2562,1152,826,68,1010,98,23262.9916790929,2951424,2116212,951552,4540,18722.9916790929,412.40069777737665
370,371,1847,848,468,70,632,102,14633.295230249,1566256,864396,396864,3163,11470.295230249,362.63974803190007
371,372,1622,1283,947,75,668,101,19407.9940445021,2081026,1536034,1215001,3852,15555.994044502098,403.84200530898494
372,373,2058,1105,771,62,1110,106,14280.0160778785,2274090,1586718,851955,3934,10346.0160778785,262.9897325337697
373,374,1990,1022,544,69,651,98,19684.84663404,2033780,1082560,555968,3556,16128.846634040001,453.56711569291343
374,375,1790,602,895,69,940,98,12401.1024853091,1077580,1602050,538790,3287,9114.1024853091,277.27722802887433
375,376,2033,913,312,75,1146,96,17798.6335538059,1856129,634296,284856,3258,14540.6335538059,446.30551116654084
376,377,1931,1508,1183,69,876,98,23246.0063527916,2911948,2284373,1783964,4622,18624.0063527916,402.9425866030203
377,378,1830,928,574,65,998,98,15194.8170843538,1698240,1050420,532672,3332,11862.8170843538,356.0269232999339
378,379,2125,1163,769,60,821,109,16719.1873601041,2471375,1634125,894347,4057,12662.1873601041,312.1071570151368
379,380,1917,768,1263,66,845,94,12592.803259972,1472256,2421171,969984,3948,8644.803259972,218.96664792228978
380,381,1541,602,437,75,1318,105,10768.1447190103,927682,673417,263074,2580,8188.144719010301,317.3699503492365
381,382,1337,1177,1219,79,510,105,16625.0630896499,1573649,1629803,1434763,3733,12892.063089649899,345.35395364719795
382,383,1854,1362,1001,77,868,95,21492.8800245443,2525148,1855854,1363362,4217,17275.8800245443,409.6722794532678
383,384,2363,613,979,65,527,96,16348.5610235532,1448519,2313377,600127,3955,12393.5610235532,313.36437480539064
384,385,2209,1211,252,70,1104,98,21889.0598277404,2675099,556668,305172,3672,18217.0598277404,496.10729378377994
385,386,2303,1082,739,74,791,103,20778.5066270447,2491846,1701917,799598,4124,16654.5066270447,403.8435166596678
386,387,2245,908,451,67,729,97,17740.1363184761,2038460,1012495,409508,3604,14136.1363184761,392.2346370276387
387,388,2078,1437,622,65,943,94,25472.9832380186,2986086,1292516,893814,4137,21335.9832380186,515.7356354367561
388,389,1623,748,909,69,1211,105,10746.5596640732,1214004,1475307,679932,3280,7466.5596640732,227.63901414857318
389,390,2051,970,579,65,438,100,16673.6185082842,1989470,1187529,561630,3600,13073.618508284198,363.1560696745611
390,391,2399,1167,1071,61,230,94,21623.862975945,2799633,2569329,1249857,4637,16986.862975945,366.33303808378264
391,392,1150,729,812,65,776,104,8211.9997232322,838350,933800,591948,2691,5520.9997232322,205.16535574998883
392,393,1804,1276,403,77,332,99,22188.0974197766,2301904,727012,514228,3483,18705.0974197766,537.0398340446914
393,394,2275,971,1013,74,962,100,20037.339200093,2209025,2304575,983623,4259,15778.339200093,370.4705142073961
394,395,2132,1307,649,71,768,97,21650.870402986,2786524,1383668,848243,4088,17562.870402986,429.62011748987277
395,396,2197,994,540,69,544,104,16175.0903236358,2183818,1186380,536760,3731,12444.0903236358,333.53230564555884
396,397,2114,816,1095,67,726,96,16373.0374499274,1725024,2314830,893520,4025,12348.0374499274,306.78353912863105
397,398,2134,664,879,69,1006,98,15195.8515819111,1416976,1875786,583656,3677,11518.8515819111,313.2676524860239
398,399,2003,656,923,71,704,105,14277.055174338,1313968,1848769,605488,3582,10695.055174338,298.5777547274707
399,400,1770,962,879,79,877,107,15827.6637190831,1702740,1555830,845598,3611,12216.6637190831,338.3180204675464
400,401,1693,498,625,70,1048,96,11818.4166049054,843114,1058125,311250,2816,9002.4166049054,319.6880896628338
401,402,2009,610,804,69,823,101,14019.9077919308,1225490,1615236,490440,3423,10596.9077919308,309.5795440236868
402,403,1894,1490,755,72,1245,93,23621.556571313,2822060,1429970,1124950,4139,19482.556571313,470.7068512035033
403,404,1775,955,637,75,872,97,17663.9162048302,1695125,1130675,608335,3367,14296.916204830199,424.6188359022928
404,405,2104,1339,377,78,673,103,23029.3156074834,2817256,793208,504803,3820,19209.3156074834,502.8616651173665
405,406,2038,1412,919,72,1129,93,22705.406210924,2877656,1872922,1297628,4369,18336.406210924,419.69343581881435
406,407,2365,1029,633,66,874,100,20574.5670302642,2433585,1497045,651357,4027,16547.5670302642,410.9154961575416
407,408,1719,1000,1129,72,491,100,17205.6021532628,1719000,1940751,1129000,3848,13357.6021532628,347.1310330889501
408,409,1870,1049,1046,69,697,103,17199.2098758296,1961630,1956020,1097254,3965,13234.209875829602,333.77578501461795
409,410,1981,1169,725,66,1029,95,18648.2913780655,2315789,1436225,847525,3875,14773.2913780655,381.2462291113677
410,411,1648,1200,881,63,656,97,15875.0404798565,1977600,1451888,1057200,3729,12146.0404798565,325.718436037986
411,412,1928,496,1032,74,1147,105,10871.7642958465,956288,1989696,511872,3456,7415.7642958465,214.5765131900029
412,413,1822,1011,728,73,853,97,17969.5964977495,1842042,1326416,736008,3561,14408.596497749499,404.6221987573574
413,414,1463,1153,1555,69,689,100,16785.1453942607,1686839,2274965,1792915,4171,12614.1453942607,302.4249674960609
414,415,1929,957,941,66,878,105,14622.479446352,1846053,1815189,900537,3827,10795.479446352,282.0872601607525
415,416,1866,1056,776,68,1065,97,14974.194463772,1970496,1448016,819456,3698,11276.194463772,304.9268378521363
416,417,2283,1223,813,65,639,100,21855.1733231882,2792109,1856079,994299,4319,17536.1733231882,406.02392505645287
417,418,1848,963,790,67,933,99,16287.2064517931,1779624,1459920,760770,3601,12686.2064517931,352.2967634488503
418,419,2139,1384,1127,69,918,93,22286.8468198899,2960376,2410653,1559768,4650,17636.8468198899,379.287028384729
419,420,2035,1113,1110,70,824,98,19449.5473119843,2264955,2258850,1235430,4258,15191.5473119843,356.7765925783067
420,421,1690,601,833,69,707,108,10613.2731055476,1015690,1407770,500633,3124,7489.2731055476,239.73345408282972
421,422,2093,953,760,72,662,106,17252.4977669126,1994629,1590680,724280,3806,13446.497766912598,353.2973664454177
422,423,1973,1141,947,58,789,99,14595.517891724,2251193,1868431,1080527,4061,10534.517891724,259.4069906851514
423,424,2041,1040,650,80,685,91,23382.5122356289,2122640,1326650,676000,3731,19651.5122356289,526.7089851414875
424,425,2164,657,814,79,842,103,15903.261211131,1421748,1761496,534798,3635,12268.261211131,337.50374721130675
425,426,2028,529,753,72,871,94,12669.755599201,1072812,1527084,398337,3310,9359.755599201,282.7720724834139
426,427,2396,982,445,62,1255,98,18367.7910542734,2352872,1066220,436990,3823,14544.791054273399,380.4549059448966
427,428,2028,1171,659,73,711,95,21210.8220073206,2374788,1336452,771689,3858,17352.8220073206,449.78802507311036
428,429,1686,822,522,58,736,99,9970.43591120373,1385892,880092,429084,3030,6940.435911203729,229.05729079880294
429,430,2185,1094,1035,77,769,99,23656.2702102892,2390390,2261475,1132290,4314,19342.2702102892,448.3604592092999
430,431,1694,1145,506,74,773,96,18281.0389847282,1939630,857164,579370,3345,14936.038984728199,446.5183552983019
431,432,1520,1243,769,63,889,102,15577.019390985,1889360,1168880,955867,3532,12045.019390985,341.025464070923
432,433,1797,1146,557,73,1249,94,17965.4731714396,2059362,1000929,638322,3500,14465.4731714396,413.2992334697029
433,434,1813,1061,823,69,836,102,15087.8578642763,1923593,1492099,873203,3697,11390.8578642763,308.11084296121993
434,435,1848,608,681,70,745,95,13286.3316300179,1123584,1258488,414048,3137,10149.3316300179,323.5362330257539
435,436,2401,872,1387,68,792,101,18278.7417625142,2093672,3330187,1209464,4660,13618.7417625142,292.24767730717167
436,437,2408,1214,716,71,1081,101,22627.7102918498,2923312,1724128,869224,4338,18289.7102918498,421.6161893003642
437,438,2181,1112,987,75,746,92,20871.2956921386,2425272,2152647,1097544,4280,16591.2956921386,387.6470956107149
438,439,1681,775,896,66,540,98,12263.2374093824,1302775,1506176,694400,3352,8911.2374093824,265.8483714016229
439,440,2005,1079,969,54,750,94,17295.3578608334,2163395,1942845,1045551,4053,13242.3578608334,326.72977697590426
440,441,2121,976,1055,78,562,96,20268.9842626806,2070096,2237655,1029680,4152,16116.984262680598,388.1739947659104
441,442,1965,1316,678,59,738,102,17756.4758337927,2585940,1332270,892248,3959,13797.475833792701,348.5091142660445
442,443,2042,991,516,72,917,96,17004.8954332214,2023622,1053672,511356,3549,13455.895433221402,379.1461096991097
443,444,1763,902,965,70,463,102,14565.4590138408,1590226,1701295,870430,3630,10935.4590138408,301.252314430876
444,445,1678,934,568,71,693,97,14360.0369905313,1567252,953104,530512,3180,11180.0369905313,351.5734902682799
445,446,2351,780,1141,75,796,104,18552.3622609604,1833780,2682491,889980,4272,14280.362260960399,334.27814281274345
446,447,2066,1323,526,70,837,104,19934.924093324,2733318,1086716,695898,3915,16019.924093324,409.1934634310089
447,448,1897,1041,158,72,1069,107,16151.0486614864,1974777,299726,164478,3096,13055.0486614864,421.6746983684238
448,449,2081,849,535,65,1039,117,12519.4913601243,1766769,1113335,454215,3465,9054.4913601243,261.31288196606926
449,450,2515,1099,670,71,675,101,22517.0177517956,2763985,1685050,736330,4284,18233.0177517956,425.6073238047525
450,451,2090,1214,1274,69,764,103,19258.8538827173,2537260,2662660,1546636,4578,14680.8538827173,320.682697307062
451,452,2352,894,1005,73,470,104,20397.754870053,2102688,2363760,898470,4251,16146.754870052999,379.8342712315455
452,453,2341,923,1193,73,533,107,18267.9820372898,2160743,2792813,1101139,4457,13810.9820372898,309.871708263177
453,454,1898,985,471,68,598,105,15277.0748463778,1869530,893958,463935,3354,11923.0748463778,355.48821843702444
454,455,2190,499,1078,63,845,93,11969.8079271013,1092810,2360820,537922,3767,8202.8079271013,217.75439148131932
455,456,1837,1038,648,64,642,100,15290.7313188137,1906806,1190376,672624,3523,11767.7313188137,334.0258676926966
456,457,1631,1010,1016,65,988,104,14394.123333055,1647310,1657096,1026160,3657,10737.123333055,293.6046850712333
457,458,1699,934,314,71,869,106,13053.5449053553,1586866,533486,293276,2947,10106.5449053553,342.9434986547438
458,459,1962,744,1046,66,1072,98,13916.7192276556,1459728,2052252,778224,3752,10164.7192276556,270.91469156864605
459,460,2449,1266,724,70,1020,100,24953.2973370115,3100434,1773076,916584,4439,20514.2973370115,462.1378088986596
460,461,2026,885,753,75,820,89,20373.6920523447,1793010,1525578,666405,3664,16709.6920523447,456.0505472801501
461,462,1799,1033,1131,67,739,95,17157.7409694885,1858367,2034669,1168323,3963,13194.7409694885,332.948295974981
462,463,2057,1528,890,73,497,109,24032.1997869305,3143096,1830730,1359920,4475,19557.1997869305,437.0323974733073
463,464,2174,852,825,69,905,94,16611.8107359122,1852248,1793550,702900,3851,12760.8107359122,331.3635610467982
464,465,1676,832,1005,68,774,105,12819.1424376537,1394432,1684380,836160,3513,9306.1424376537,264.9058479263791
465,466,1736,1038,577,67,865,97,15141.655571411,1801968,1001672,598926,3351,11790.655571411,351.8548365088332
466,467,1514,928,467,70,756,99,12820.0218738743,1404992,707038,433376,2909,9911.0218738743,340.7020238526745
467,468,1682,876,1070,67,1103,99,14081.7442015103,1473432,1799740,937320,3628,10453.7442015103,288.14068912652425
468,469,1778,1102,1155,75,938,96,19679.3587127136,1959356,2053590,1272810,4035,15644.358712713602,387.7164488900521
469,470,1927,1057,924,69,931,93,19163.1600388734,2036839,1780548,976668,3908,15255.1600388734,390.3572169619601
470,471,2352,731,798,73,628,105,16320.8070947952,1719312,1876896,583338,3881,12439.8070947952,320.53097384166966
471,472,2222,654,1154,78,744,95,18934.02214311,1453188,2564188,754716,4030,14904.02214311,369.82685218635237
472,473,2068,1149,837,72,651,99,20388.5441860949,2376132,1730916,961713,4054,16334.5441860949,402.92412891205964
473,474,1858,790,897,62,955,99,13295.9737121849,1467820,1666626,708630,3545,9750.9737121849,275.06272812933423
474,475,1989,761,829,63,742,105,13294.9960535909,1513629,1648881,630869,3579,9715.9960535909,271.4723680802151
475,476,2136,1309,988,68,933,97,21640.6777966669,2796024,2110368,1293292,4433,17207.6777966669,388.17229408226706
476,477,1873,1018,507,74,414,102,19156.2811727082,1906714,949611,516126,3398,15758.2811727082,463.75165311089467
477,478,2264,865,684,68,835,100,16908.7317390055,1958360,1548576,591660,3813,13095.7317390055,343.44956042500655
478,479,2274,1193,749,68,581,98,22554.7443857641,2712882,1703226,893557,4216,18338.7443857641,434.9797055446893
479,480,1708,1326,395,72,827,103,19259.6050876952,2264808,674660,523770,3429,15830.6050876952,461.66827319029454
480,481,1813,1246,993,70,941,92,20421.1579210908,2258998,1800309,1237278,4052,16369.157921090798,403.9772438571273
481,482,2301,747,854,70,687,99,15366.9117846131,1718847,1965054,637938,3902,11464.9117846131,293.82141939039207
482,483,1578,848,622,68,798,98,14220.2665009268,1338144,981516,527456,3048,11172.2665009268,366.5441765395932
483,484,2104,1079,887,75,548,101,17488.0703932572,2270216,1866248,957073,4070,13418.0703932572,329.6823192446487
484,485,2058,658,843,69,660,94,15411.1860531208,1354164,1734894,554694,3559,11852.1860531208,333.02011950325374
485,486,2798,904,623,71,424,102,22196.2918774962,2529392,1743154,563192,4325,17871.2918774962,413.20906075135724
486,487,1317,996,815,72,769,95,12783.0904315437,1311732,1073355,811740,3128,9655.0904315437,308.6665738984559
487,488,1789,983,610,71,733,99,16557.4518516805,1758587,1091290,599630,3382,13175.4518516805,389.575749606165
488,489,2168,1055,933,71,997,102,18913.4655187372,2287240,2022744,984315,4156,14757.465518737201,355.08819823718
489,490,2418,1045,452,64,891,101,19682.5247827743,2526810,1092936,472340,3915,15767.5247827743,402.74648231862835
490,491,2209,1222,840,81,796,96,23843.1004504799,2699398,1855560,1026480,4271,19572.1004504799,458.2556883746172
491,492,1642,986,1011,72,905,87,16849.111373014,1619012,1660062,996846,3639,13210.111373013999,363.0148769720802
492,493,2559,792,851,63,643,105,15703.4147514417,2026728,2177709,673992,4202,11501.4147514417,273.7128689062756
493,494,1560,969,605,78,834,102,14695.0896026296,1511640,943800,586245,3134,11561.0896026296,368.89245700796425
494,495,1721,947,528,68,478,102,13844.6963491524,1629787,908688,500016,3196,10648.6963491524,333.188246218786
495,496,1989,1009,394,77,464,103,17876.7041466144,2006901,783666,397546,3392,14484.7041466144,427.02547602047173
